categoria,vendedor_link,especificacoes,vendedor,fabricante,preco,modelo,local
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=c08d10af8649c73420a11629bcab8934,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ,
          ,

         ","Sapeca Informática,
         (21) 2544-7360",Kingston,"
			R$ 360,48
         ","
         SV300S37A/240G - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=d530948a3499ed680c2cffffda9e6c83,"Gabinete ATX/Micro-ATX Preto/Vermelho Sem Fonte, baias: 3 expostas de 5.25, 2 expostas de 3.5, 5 ocultas de 3.5, I/O Panel: USB 2.0 x 2, MIC x 1, Audio x1, Slots de expansão: 7, material: Steel body, ABS Plastic, Mesh front bezel, dimensão (W/H/D): 190 x 450 x 477mm
          ,
          ,
          ,

         ","MCC,
         (21) 2446-1505",CoolerMaster,"
			R$ 150,00
         ","
         Elite 311 Red (RC-311B-RKN1-GP)  - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Freguesia"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=6ec2c7bbb2fa776944f3c62f390c16dc,"Gabinete Micro-ATX/ATX Sem Fonte, modelo HAF XB EVO, 2 baias externas 5,25“, 4 BAIS 3,5“ COM HOT SWAP, 4 BAIS 2,5“ com baia de 3,5“, Suporte HDD removível, painel frontal: USB 3.0 x 2 (interno), Mic x1, Áudio x 1 (suporta AC97 / HD áudio), Slots para expansão: 7, Cor: Preto, Dimensão 442(W) x 330(H) x 423(D)mm / 17.4 x 13 x 16.7 inch, Peso 8.2kg / 18.1lb, Cooling System: Front: 120mm fan XtraFlo x 2, Rear: 120mm fan x 1(optional), and 80mm fan x 2 (optional), Top: 200mm fan x 1 (optional), Maximum Compatibility: VGA card length : 334mm / 13.1 inch, CPU cooler height :180mm / 7.1 inch, Water cooling support : 240mm radiator x1 (front).
          ,
          ,
          ,

         ","Infolux,
         (21)2262-2107",CoolerMaster,"
			R$ 370,00
         ","
         HAF XB EVO (RC-902XB-KKN2) - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=2f0c12b1d2d15b5288875750e1e99e30,"Gabinete sem Fonte: Cor: Preto, Padrão: m-ATX e  ATX, Baias e Expansão: 7, Baias: 2x 5,25 “ (Externa), 1x 3.5“ (Externa), 7x  3.5 “ (Internas), 1x 2.5 “ (Interna), Sistema de Refrigeração - Top,  2x 120 (Opcional), Frontal : 1x 120mm (Sickle Flow Instalado) ou 1x 140mm(Opcional), Traseiro: 1x 120mm (Sickle Flow Instalado), Lateral Esquerda: 2x 120/140 mm (Opcional),Lateral Direita: 2x 120 mm (Opcional), Painel I/O: 1x USB 3.0, 2x USB 2.0 e Audio In & Out (suporta  AC97/HD Audio), Dimensões Suportáveis no Interior  - VGA: 320 mm e CPU Cooler: 164mm, Dimensões: 190 (W) x 426 (H) x 491.5 (D) mm.
          ,
          ,
          ,

         ","Sintaxe,
         (21) 2404-8461",CoolerMaster,"
			R$ 189,00
         ","
         N300 (NSE-300-KKN1) - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Campo Grande"
Placa Mãe,http://www.boadica.com.br/detalhevendedor.asp?codigo=c7edc3e65eb8d63507fb56c8fe52064e,"Placa mãe para LGA1150, Supports the 5th/ New 4th/ 4th, Generation Intel Core i7/ i5/ i3/ Pentium/ Celeron Processors, Supports Intel 22nm CPU, Supports Intel Turbo Boost Technology 2.0, Chipset: Intel H97, Memory: 4x DDR3-1600/1333 DIMM Slots, Dual Channel, Non-ECC, Unbuffered, Max Capacity of 32GB, Slots: 1x PCI-Express 3.0/2.0 x16 Slot, 1x PCI-Express 2.0 x16 Slot (runs at x4), 2x PCI-Express x1 Slots, 2x PCI Slots, Multi-Graphics: Supports AMD Quad-GPU CrossFireX Technology, Audio: Realtek ALC887 8-Channel High Definition Audio CODEC, LAN: Realtek 8111GR Gigabit Ethernet Controller, Ports: 6x USB 3.0/2.0 Ports (4 rear, 2 at mid-board), 8x USB 2.0/1.1 Ports (2 rear, 6 at mid-board), 1x PS/2 Keyboard Port, 1x PS/2 Mouse Port, 1x VGA Port, 1x DVI-D Port, 1x HDMI Port, 1x RJ45 LAN Port, Audio I/O Jacks
          ,
          ,
          ,

         ","QueroPreço Tijuca,
         (21) 2568-3676",Asus,"
			R$ 527,00
         ","
         H97-Plus - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Tijuca"
Placa Mãe,http://www.boadica.com.br/detalhevendedor.asp?codigo=c7edc3e65eb8d63507fb56c8fe52064e,"Placa mãe para LGA1150, Supports 4th Generation Intel Core i7/ i5/ i3/ Pentium/ Celeron Processors, Supports Intel 22nm CPU, Supports Intel Turbo Boost Technology 2.0, Chipset: Intel Z87, Memory: 4x DDR3-2933(OC)/ 2800(OC)/ 2666(OC)/ 2600(OC)/ 2400(OC)/ 2200(OC)/ 2133(OC)/ 2000(OC)/ 1866(OC)/ 1600/ 1333 DIMM Slots, Dual Channel, Non-ECC, Unbuffered, Max Capacity of 32GB, Slots: 1x PCI-Express 3.0/2.0 x16 Slot, 1x PCI-Express 2.0 x16 Slot (runs at x4), 2x PCI-Express 2.0 x1 Slots, Multi-Graphics: Supports AMD Quad CrossFireX Technology, SATA: 6x SATA3 Ports, Support RAID 0, 1, 5, 10, Audio: Realtek ALC887 8-Channel High Definition Audio CODEC, LAN: Realtek 8111GR Gigabit Ethernet Controller, Ports: 6x USB 3.0/2.0 Ports (4 rear, 2 at mid-board), 8x USB 2.0/1.1 Ports (2 rear, 6 at mid-board), 1x PS/2 Keyboard/Mouse Combo Port, 1x VGA Port, 1x DVI-D Port, 1x HDMI Port, 1x Optical S/PDIF Out, 1x RJ45 LAN Port, Audio I/O Jacks
          ,
          ,
          ,

         ","QueroPreço Tijuca,
         (21) 2568-3676",Asus,"
			R$ 529,00
         ","
         Z87M-PLUS - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Tijuca"
Placa Mãe,http://www.boadica.com.br/detalhevendedor.asp?codigo=6b4bf06c3792f10fa24088c5a7f2cbbd,"Placa mãe para LGA1150, Supports the 5th/ New 4th/ 4th, Generation Intel Core i7/ i5/ i3/ Pentium/ Celeron Processors, Supports Intel 22nm CPU, Supports Intel Turbo Boost Technology 2.0, Chipset: Intel H97, Memory: 4x DDR3-1600/1333 DIMM Slots, Dual Channel, Non-ECC, Unbuffered, Max Capacity of 32GB, Slots: 1x PCI-Express 3.0/2.0 x16 Slot, 1x PCI-Express 2.0 x16 Slot (runs at x4), 2x PCI-Express x1 Slots, 2x PCI Slots, Multi-Graphics: Supports AMD Quad-GPU CrossFireX Technology, Audio: Realtek ALC887 8-Channel High Definition Audio CODEC, LAN: Realtek 8111GR Gigabit Ethernet Controller, Ports: 6x USB 3.0/2.0 Ports (4 rear, 2 at mid-board), 8x USB 2.0/1.1 Ports (2 rear, 6 at mid-board), 1x PS/2 Keyboard Port, 1x PS/2 Mouse Port, 1x VGA Port, 1x DVI-D Port, 1x HDMI Port, 1x RJ45 LAN Port, Audio I/O Jacks
          ,
          ,
          ,

         ","Ghamma-Tech,
         (21)2549-9992",Asus,"
			R$ 533,00
         ","
         H97-Plus - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Copacabana"
Placa Mãe,http://www.boadica.com.br/detalhevendedor.asp?codigo=b6c907ddb459271c556ff76218eb695a,"Placa mãe para LGA1150, Supports 4th Generation Intel Core i7/ i5/ i3/ Pentium/ Celeron Processors, Supports Intel 22nm CPU, Supports Intel Turbo Boost Technology 2.0, Chipset: Intel Z87, Memory: 4x DDR3-2933(OC)/ 2800(OC)/ 2666(OC)/ 2600(OC)/ 2400(OC)/ 2200(OC)/ 2133(OC)/ 2000(OC)/ 1866(OC)/ 1600/ 1333 DIMM Slots, Dual Channel, Non-ECC, Unbuffered, Max Capacity of 32GB, Slots: 1x PCI-Express 3.0/2.0 x16 Slot, 1x PCI-Express 2.0 x16 Slot (runs at x4), 2x PCI-Express 2.0 x1 Slots, Multi-Graphics: Supports AMD Quad CrossFireX Technology, SATA: 6x SATA3 Ports, Support RAID 0, 1, 5, 10, Audio: Realtek ALC887 8-Channel High Definition Audio CODEC, LAN: Realtek 8111GR Gigabit Ethernet Controller, Ports: 6x USB 3.0/2.0 Ports (4 rear, 2 at mid-board), 8x USB 2.0/1.1 Ports (2 rear, 6 at mid-board), 1x PS/2 Keyboard/Mouse Combo Port, 1x VGA Port, 1x DVI-D Port, 1x HDMI Port, 1x Optical S/PDIF Out, 1x RJ45 LAN Port, Audio I/O Jacks
          ,
          ,
          ,

         ","Gigateck,
         (21) 3527-4076",Asus,"
			R$ 533,50
         ","
         Z87M-PLUS - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Placa Mãe,http://www.boadica.com.br/detalhevendedor.asp?codigo=c7edc3e65eb8d63507fb56c8fe52064e,"Placa mãe para LGA1150, Supports 4th Generation Intel Core i7/ i5/ i3/ Pentium/ Celeron Processors, Supports Intel 22nm CPU, Supports Intel Turbo Boost Technology 2.0, Chipset: Intel B85, Memory: 4x DDR3-1600/1333 DIMM Slots, Dual Channel, Non-ECC, Unbuffered, Max Capacity of 32GB, Slots: 1x PCI-Express 3.0/2.0 x16 Slot, 1x PCI-Express 2.0 x16 Slot (runs at x4), 1x PCI-Express 2.0 x1 Slot, 1x PCI Slot, Multi-Graphics: Supports AMD Quad-GPU CrossFireX Technology, SATA: 4x SATA3 Ports, 2x SATA2 Ports, Audio: Realtek ALC887 8-Channel High Definition Audio CODEC, LAN: Intel I217V Gigabit Ethernet Controller, Ports: 6x USB 3.0 Ports (4 rear, 2 at mid-board), 8x USB 2.0 Ports (2 rear, 6 at mid-board), 1x PS/2 Keyboard/Mouse Combo Port, 1x VGA Port, 1x DVI-D Port, 1x DisplayPort, 1x HDMI Port, 1x RJ45 LAN Port, Audio I/O Jacks
          ,
          ,
          ,

         ","QueroPreço Tijuca,
         (21) 2568-3676",Asus,"
			R$ 384,00
         ","
         Vanguard B85 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Tijuca"
Placa Mãe,http://www.boadica.com.br/detalhevendedor.asp?codigo=cb4eefcf5f88cf3ac023912645185025,"Placa mãe para LGA1150, Supports 4th Generation Intel Core i7/ i5/ i3/ Pentium/ Celeron Processors, Supports Intel 22nm CPU, Supports Intel Turbo Boost Technology 2.0, Chipset: Intel B85, Memory: 4x DDR3-1600/1333 DIMM Slots, Dual Channel, Non-ECC, Unbuffered, Max Capacity of 32GB, Slots: 1x PCI-Express 3.0/2.0 x16 Slot, 1x PCI-Express 2.0 x16 Slot (runs at x4), 1x PCI-Express 2.0 x1 Slot, 1x PCI Slot, Multi-Graphics: Supports AMD Quad-GPU CrossFireX Technology, SATA: 4x SATA3 Ports, 2x SATA2 Ports, Audio: Realtek ALC887 8-Channel High Definition Audio CODEC, LAN: Intel I217V Gigabit Ethernet Controller, Ports: 6x USB 3.0 Ports (4 rear, 2 at mid-board), 8x USB 2.0 Ports (2 rear, 6 at mid-board), 1x PS/2 Keyboard/Mouse Combo Port, 1x VGA Port, 1x DVI-D Port, 1x DisplayPort, 1x HDMI Port, 1x RJ45 LAN Port, Audio I/O Jacks
          ,
          ,
          ,

         ","QueroPreço,
         (21)2217-4310 ",Asus,"
			R$ 385,00
         ","
         Vanguard B85,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=6b4bf06c3792f10fa24088c5a7f2cbbd,"Gabinete MicroATX/ATX Sem Fonte, Baias: 3 Baias de 5.25, 1 Baia de 3.5 Externa, 5 Baias de 3.5 Interna,1 x 2.5, 7 Slots, Portas E/S Frontais: 2x USB 3.0 e conectores de Áudio, Cor: Preta, Sistema de refrigeração Frente (entrada): 120 x 120 x 25 mm fan Turbo (1000rpm, 16dBA), Traseira (escape): 120 x 120 x 25 mm fan Turbo (1000rpm, 16dBA)
          ,
          ,
          ,

         ","Ghamma-Tech,
         (21)2549-9992",Thermaltake,"
			R$ 294,00
         ","
         Urban S21 (VP800A1W2N) - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Copacabana"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=6b4bf06c3792f10fa24088c5a7f2cbbd,"Gabinete torre média, MicroATX e ATX Sem Fonte, baias expostas: 3x 5.25, 1x 3.5 (Convertido a partir de uma 5.25 baia), baias ocultas: 6x 3.5 ou 2.5, 7 Slots de expansão, I/O Ports: USB 3.0 x 2, HD Audio x 1. Sistema de resfriamento: Frontal: 120 x 120 x 25 mm Turbo fan x 1 (1000rpm, 16dBA), traseira: 120 x 120 x 25 mm fã LED azul (1000rpm, 16dBA)  
          ,
          ,
          ,

         ","Ghamma-Tech,
         (21)2549-9992",Thermaltake,"
			R$ 299,00
         ","
         Chaser A31 VP300A1W2N - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Copacabana"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=104507a7e9900eacc32a3d6dd5f7d02a,"Gabinete torre média Snow Edition, MicroATX e ATX Sem Fonte, baias expostas: 3x 5.25, 1x 3.5 (Convertido a partir de uma 5.25 baia), baias ocultas: 6x 3.5 ou 2.5, 7 Slots de expansão, I/O Ports: USB 3.0 x 2, HD Audio x 1. Sistema de resfriamento: Frontal: 120 x 120 x 25 mm Turbo fan x 1 (1000rpm, 16dBA), traseira: 120 x 120 x 25 mm fã LED azul (1000rpm, 16dBA)- BRANCO
          ,
          ,
          ,

         ","FS Brothers Av Central,
         (21)2210-7449",Thermaltake,"
			R$ 330,00
         ","
         Chaser A31 (SnowEdition) VP300A6W2N - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=6b4bf06c3792f10fa24088c5a7f2cbbd,"Gabinete Mid Tower, MicroATX/ATX Sem Fonte, exterior e interior preto, USB 3.0 x 2, USB 2.0 x 2, HD Audio x 1, slots de expansão x 7, fan frontal 120mm Turbo fan (1000rpm,16dBA), fan traseiro 120mm Turbo fan (1000rpm,16dBA), fan superior (Optional) 120mm.
          ,
          ,
          ,

         ","Ghamma-Tech,
         (21)2549-9992",Thermaltake,"
			R$ 345,00
         ","
         Urban S31 (VP700M1N2N) - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Copacabana"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=8f0379589b782af811eec591d38b5e33,"Gabinete Mid Tower, MicroATX/ATX Sem Fonte, exterior e interior preto, USB 3.0 x 2, USB 2.0 x 2, HD Audio x 1, slots de expansão x 7, fan frontal 120mm Turbo fan (1000rpm,16dBA), fan traseiro 120mm Turbo fan (1000rpm,16dBA), fan superior (Optional) 120mm.
          ,
          ,
          ,

         ","Vegas,
         (21) 3549-0223",Thermaltake,"
			R$ 345,00
         ","
         Urban S31 (VP700M1N2N) - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=c56a90224716f3abaeb39f1abffba5f9,"Gabinete ATX/MicroATX Sem Fonte, Baias de 5.25: 4, Baias de 3.5 Externas: 1, Baias de 3.5 Interna: 4 e mais uma adicional de 2.5"" para SSD/HDD, Slots de Expansão: 7, Portas E/S Frontais: 2 x USB 2.0, HD Audio (compatível com AC´97), tampa lateral: Janela Transparente Pequena, Cor: Preto 
          ,
          ,
          ,

         ","RDL Network,
         (21) 2694-4938",Thermaltake,"
			R$ 192,90
         ","
         V4 Black (VM30001W2Z) - BOX,
          , 

         ,
,
         ,
         ","Nova Iguaçu / RJ,Parque Rodilândia"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=98deca39142df17b5490b0238c4a95a0,"Gabinete ATX/MicroATX Sem Fonte, Baias: 4x externas de 5.25, 1x externa de 3.5, 4x internas de 3.5, 7 Slots de expansão, material: SECC / Plástico, painel frontal:  1x USB 3.0, 1x USB 2.0, portas áudio HD
          ,
          ,
          ,

         ","Trevo Informática,
         (21) 2653-1564",Thermaltake,"
			R$ 194,90
         ","
         V3 Black AMD Edition (VL800P1W2N),
         ,
,
         ,
         ","Duque de Caxias / RJ,Centro"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=7cad94e3d79e2ddfe6e348e5f224db2e,"Gabinete ATX/MicroATX Sem Fonte, Baias de 5.25: 4, Baias de 3.5 Externas: 1, Baias de 3.5 Interna: 4 e mais uma adicional de 2.5"" para SSD/HDD, Slots de Expansão: 7, Portas E/S Frontais: 2 x USB 2.0, HD Audio (compatível com AC´97), tampa lateral: Janela Transparente Pequena, Cor: Preto 
          ,
          ,
          ,

         ","JD Informática,
         (21) 2613-6541",Thermaltake,"
			R$ 195,00
         ","
         V4 Black (VM30001W2Z) - BOX,
          , 

         ,
,
         ,
         ","Niterói / RJ,Centro"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=4d60b31adaffcfd30d4067364564cdb1,"Gabinete ATX Preto Sem Fonte, Interior Preto, Baias Externas: 3x 5.25 e 3x 3.5; Baias Internas: 3x 3.5; Slots de Expansão: 7; Painel I/O: 1x USB 2.0, 1x USB 3.0 + Áudio; Dimensões: 429 x 209 x 480 milímetros. Com tampa lateral de acrílico
          ,
          ,
          ,

         ","Info Design,
         (21) 2240-7546",Thermaltake,"
			R$ 195,00
         ","
         Versa H22 (CA-1B3-00M1WN-00) - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=8f0379589b782af811eec591d38b5e33,"Gabinete Micro ATX/Mini-ITX Sem fonte; baias externas: 2x 5.25“, 1x 3.5“; baias internas: 5x 3.5“, 1x 2.5“; material: SECC; Slots de expansão: 4; I/O Port: USB 3.0 x 2, HD Audio x 1
          ,
          ,
          ,

         ","Vegas,
         (21) 3549-0223",Thermaltake,"
			R$ 195,00
         ","
         Urban S1 (CA-1A8-00M1NN-00) - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=4d60b31adaffcfd30d4067364564cdb1,"Gabinete ATX Preto Sem Fonte, Interior Preto, Baias Externas: 3x 5.25“ e 3x 3.5“; Baias Internas: 3x 3.5“; Slots de Expansão: 7; Painel I/O: 1x USB 2.0, 1x USB 3.0 + Áudio; Sistema de Exaustão:Frontal (entrada):(opcional - não incluso)2 x 120 x 120 x 25 mm. Traseiro (saída) : 120 x 120 x 25 mm Turbo fan (1000rpm, 16dBA).
          ,
          ,
          ,

         ","Info Design,
         (21) 2240-7546",Thermaltake,"
			R$ 195,00
         ","
         Versa H22 (CA-1B3-00M1NN-00) - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=6b4bf06c3792f10fa24088c5a7f2cbbd,"Gabinete Micro ATX/Mini-ITX Sem fonte; baias externas: 2x 5.25“, 1x 3.5“; baias internas: 5x 3.5“, 1x 2.5“; material: SECC; Slots de expansão: 4; I/O Port: USB 3.0 x 2, HD Audio x 1
          ,
          ,
          ,

         ","Ghamma-Tech,
         (21)2549-9992",Thermaltake,"
			R$ 199,00
         ","
         Urban S1 (CA-1A8-00M1NN-00) - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Copacabana"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=6b4bf06c3792f10fa24088c5a7f2cbbd,"Gabinete ATX Preto Sem Fonte, Interior Preto, Baias Externas: 3x 5.25 e 3x 3.5; Baias Internas: 3x 3.5; Slots de Expansão: 7; Painel I/O: 1x USB 2.0, 1x USB 3.0 + Áudio; Dimensões: 429 x 209 x 480 milímetros. Com tampa lateral de acrílico
          ,
          ,
          ,

         ","Ghamma-Tech,
         (21)2549-9992",Thermaltake,"
			R$ 199,00
         ","
         Versa H22 (CA-1B3-00M1WN-00) - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Copacabana"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=a8abf7fbee05b729816df4264141df6d,"Gabinete ATX Torre média, estilo eSPORTS-inspired, todo pintado em preto (inclusive o interior), tem uma janela lateral transparente, três baias externas de 5 ¼"", uma baia externa de 3 ½"", cinco baias internas de 3 ½"", uma baia interna de 2 ½"", sete slots para placas de expansão, duas portas USB 2.0, dois conectores de áudio (MIC / SPK) e furos para a passagem de mangueiras de soluções de refrigeração líquida. Suporta até 4 fans de 120mm e HD/SSD de 2,5"", mede 48.4 x 20.2 x 42.6 cm e pesa 4,5 kg.


          ,
          ,
          ,

         ","Ponto Vip,
         (21) 3527-4197",Thermaltake,"
			R$ 171,89
         ","
         Commander MS-I Black (VN40001W2N-B)  - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
